index,period,attendances,breaches,org_code
5928,2017-11-01,1797,2,RHU
5929,2017-11-01,833,1,RPC
5930,2017-11-01,9665,1277,RHW
5931,2017-11-01,1477,14,RHW
5932,2017-11-01,738,0,RHW
5933,2017-11-01,6059,1940,REF
5934,2017-11-01,9372,36,REF
5935,2017-11-01,8392,767,RH8
5936,2017-11-01,816,0,RH8
5937,2017-11-01,5956,403,RA2
5938,2017-11-01,6098,1688,RD1
5939,2017-11-01,961,12,RD1
5940,2017-11-01,3940,209,RNZ
5941,2017-11-01,311,0,RNZ
5942,2017-11-01,1157,0,Y02666
5943,2017-11-01,6048,17,RH5
5944,2017-11-01,1175,4,RYF
5945,2017-11-01,4313,1,NTP11
5946,2017-11-01,546,0,RW1
5947,2017-11-01,4759,6,NTPAD
5948,2017-11-01,8023,439,RTP
5949,2017-11-01,758,0,RTP
5950,2017-11-01,8950,76,RDR
5951,2017-11-01,5910,587,RBA
5952,2017-11-01,155,0,AAH
5953,2017-11-01,6203,380,RDZ
5954,2017-11-01,1315,3,RDZ
5955,2017-11-01,201,0,RDZ
5956,2017-11-01,6129,613,RA9
5957,2017-11-01,2565,1,RA9
5958,2017-11-01,8582,1107,RHM
5959,2017-11-01,1423,17,RHM
5960,2017-11-01,1886,2,RHM
5961,2017-11-01,9779,1019,RA7
5962,2017-11-01,1881,109,RA7
5963,2017-11-01,319,0,Y02584
5964,2017-11-01,11573,965,RYR
5965,2017-11-01,1694,3,RYR
5966,2017-11-01,3732,509,RA3
5967,2017-11-01,1871,0,G82071
5968,2017-11-01,3372,4,NTV0W
5969,2017-11-01,1545,0,NLX24
5970,2017-11-01,4528,150,RA4
5971,2017-10-01,21482,3776,RF4
5972,2017-10-01,782,1,RF4
5973,2017-10-01,2762,14,RF4
5974,2017-10-01,27698,5476,R1H
5975,2017-10-01,917,1,R1H
5976,2017-10-01,13822,19,R1H
5977,2017-10-01,4624,3,AD913
5978,2017-10-01,19147,200,RYX
5979,2017-10-01,18024,1280,RQM
5980,2017-10-01,8266,29,RQM
5981,2017-10-01,6729,826,RJ6
5982,2017-10-01,9560,17,RJ6
5983,2017-10-01,1082,0,Y02696
5984,2017-10-01,12722,874,RVR
5985,2017-10-01,452,2,RVR
5986,2017-10-01,691,0,RVR
5987,2017-10-01,12615,1583,RJ1
5988,2017-10-01,803,0,RJ1
5989,2017-10-01,3129,7,RJ1
5990,2017-10-01,4187,0,Y03082
5991,2017-10-01,10560,507,RQX
5992,2017-10-01,4892,1,RY9
5993,2017-10-01,10197,3171,RYJ
5994,2017-10-01,4018,55,RYJ
5995,2017-10-01,10676,116,RYJ
5996,2017-10-01,18331,4147,RJZ
5997,2017-10-01,1774,9,RJZ
5998,2017-10-01,5332,216,RJZ
5999,2017-10-01,9197,758,RAX
6000,2017-10-01,1052,0,RAX
6001,2017-10-01,18463,1758,RJ2
6002,2017-10-01,5939,111,RJ2
6003,2017-10-01,11624,3594,R1K
6004,2017-10-01,16793,174,R1K
6005,2017-10-01,8311,43,RP6
6006,2017-10-01,5443,18,RAT
6007,2017-10-01,14874,1898,RAP
6008,2017-10-01,755,0,Y02973
6009,2017-10-01,19285,2912,RAL
6010,2017-10-01,3209,5,RAL
6011,2017-10-01,1857,0,Y03047
6012,2017-10-01,13370,1779,RJ7
6013,2017-10-01,1417,0,RJ7
6014,2017-10-01,2513,0,F84747
6015,2017-10-01,5606,1546,RAS
6016,2017-10-01,8282,21,RAS
6017,2017-10-01,3168,0,Y03094
6018,2017-10-01,3289,0,E84068
6019,2017-10-01,12039,1425,RRV
6020,2017-10-01,9708,0,Y02147
6021,2017-10-01,2430,0,Y03201
6022,2017-10-01,8816,869,RKE
6023,2017-10-01,5602,0,NL7
6024,2017-10-01,2843,0,8J094
6025,2017-10-01,12369,1216,RDD
6026,2017-10-01,6246,480,RC1
6027,2017-10-01,154,0,RC1
6028,2017-10-01,3403,0,M85813
6029,2017-10-01,5518,506,RQ3
6030,2017-10-01,5586,1009,RJF
6031,2017-10-01,4311,0,RJF
6032,2017-10-01,10195,1257,RGT
6033,2017-10-01,3432,6,RGT
6034,2017-10-01,6969,306,RFS
6035,2017-10-01,2632,6,NQ108
6036,2017-10-01,7777,1646,RDE
6037,2017-10-01,4418,0,RDE
6038,2017-10-01,6082,18,Y03571
6039,2017-10-01,11180,1691,RTG
6040,2017-10-01,4683,0,RTG
6041,2017-10-01,5550,1,RY8
6042,2017-10-01,1868,10,NNJ
6043,2017-10-01,4602,1193,RWH
6044,2017-10-01,2145,11,RWH
6045,2017-10-01,2657,0,Y03007
6046,2017-10-01,656,0,NQ106
6047,2017-10-01,6867,704,RLT
6048,2017-10-01,1782,1,NEH06
6049,2017-10-01,19974,5077,RR1
6050,2017-10-01,3577,45,RR1
6051,2017-10-01,909,0,RY4
6052,2017-10-01,7211,507,RGQ
6053,2017-10-01,809,0,RGQ
6054,2017-10-01,6304,528,RGP
6055,2017-10-01,366,6,RGP
6056,2017-10-01,7217,1403,RNQ
6057,2017-10-01,286,0,C82038
6058,2017-10-01,13224,90,RY5
6059,2017-10-01,4218,173,NJS05
6060,2017-10-01,8595,176,RC9
6061,2017-10-01,3598,0,RC9
6062,2017-10-01,323,0,C82009
6063,2017-10-01,641,9,NLO11
6064,2017-10-01,607,2,NLO09
6065,2017-10-01,8567,627,RQ8
6066,2017-10-01,215,0,RQ8
6067,2017-10-01,7364,911,RD8
6068,2017-10-01,4989,77,RD8
6069,2017-10-01,8805,1286,RM1
6070,2017-10-01,2492,56,RM1
6071,2017-10-01,11896,2930,RGN
6072,2017-10-01,780,0,RGN
6073,2017-10-01,9273,1381,RNS
6074,2017-10-01,1014,2,RNS
6075,2017-10-01,5887,0,NMH01
6076,2017-10-01,4606,107,NR3
6077,2017-10-01,12709,2535,RX1
6078,2017-10-01,1731,4,RX1
6079,2017-10-01,2929,16,RX1
6080,2017-10-01,2884,16,NLO10
6081,2017-10-01,246,0,C82010
6082,2017-10-01,298,0,NLO12
6083,2017-10-01,2401,0,Y02428
6084,2017-10-01,15212,2798,RXK
6085,2017-10-01,1181,2,RXK
6086,2017-10-01,2736,0,RXK
6087,2017-10-01,8278,726,RK5
6088,2017-10-01,4259,33,RK5
6089,2017-10-01,10764,2878,RXW
6090,2017-10-01,2168,0,R1D
6091,2017-10-01,590,0,C83023
6092,2017-10-01,5942,0,Y02615
6093,2017-10-01,5987,529,RJC
6094,2017-10-01,757,0,RJC
6095,2017-10-01,8770,931,RAJ
6096,2017-10-01,3003,0,Y02961
6097,2017-10-01,9156,1378,RNA
6098,2017-10-01,5134,42,RNA
6099,2017-10-01,8706,2762,RQW
6100,2017-10-01,5437,335,RCX
6101,2017-10-01,11436,1500,RL4
6102,2017-10-01,8782,208,RL4
6103,2017-10-01,12182,2988,RWD
6104,2017-10-01,1169,0,RWD
6105,2017-10-01,10348,2190,RRK
6106,2017-10-01,12305,2817,RKB
6107,2017-10-01,1892,22,RKB
6108,2017-10-01,6358,145,RKB
6109,2017-10-01,18587,3526,RWE
6110,2017-10-01,1824,9,RWE
6111,2017-10-01,14081,4498,RJE
6112,2017-10-01,428,0,RJE
6113,2017-10-01,6697,72,RJE
6114,2017-10-01,6639,1768,RBK
6115,2017-10-01,3617,1,RBK
6116,2017-10-01,3720,0,ATQ02
6117,2017-10-01,8154,1962,RWG
6118,2017-10-01,3768,16,RWG
6119,2017-10-01,6065,766,RGR
6120,2017-10-01,10553,2908,RWP
6121,2017-10-01,5486,5,RWP
6122,2017-10-01,4740,1042,RLQ
6123,2017-10-01,432,0,RLQ
6124,2017-10-01,7437,2243,REM
6125,2017-10-01,6954,0,REM
6126,2017-10-01,5547,326,RCF
6127,2017-10-01,5494,303,RBS
6128,2017-10-01,425,0,NNF70
6129,2017-10-01,7406,917,RFF
6130,2017-10-01,6585,1657,RXL
6131,2017-10-01,11540,4,RXL
6132,2017-10-01,8996,1194,RMC
6133,2017-10-01,995,3,RMC
6134,2017-10-01,11688,2132,RAE
6135,2017-10-01,2337,4,NNF09
6136,2017-10-01,7949,179,RY2
6137,2017-10-01,13058,761,RWY
6138,2017-10-01,8253,967,RLN
6139,2017-10-01,2237,13,RLN
6140,2017-10-01,2988,6,RLN
6141,2017-10-01,6101,973,RJR
6142,2017-10-01,768,2,RJR
6143,2017-10-01,11314,784,RXP
6144,2017-10-01,6501,0,RXP
6145,2017-10-01,11236,1030,RP5
6146,2017-10-01,3085,0,RP5
6147,2017-10-01,4173,446,RJN
6148,2017-10-01,254,0,RJN
6149,2017-10-01,8801,2207,RXR
6150,2017-10-01,9491,198,RXR
6151,2017-10-01,291,0,NNF94
6152,2017-10-01,7786,549,RR7
6153,2017-10-01,2333,2,RR7
6154,2017-10-01,4251,187,RCD
6155,2017-10-01,792,0,RCD
6156,2017-10-01,197,0,NNF99
6157,2017-10-01,11675,1200,RWA
6158,2017-10-01,977,1,RWA
6159,2017-10-01,636,0,RV9
6160,2017-10-01,5898,2009,RXN
6161,2017-10-01,6842,265,RXN
6162,2017-10-01,2267,0,Y01231
6163,2017-10-01,17934,2988,RR8
6164,2017-10-01,3135,13,RR8
6165,2017-10-01,2468,0,RY1
6166,2017-10-01,1063,21,REP
6167,2017-10-01,3595,0,Y01069
6168,2017-10-01,22392,3628,R0A
6169,2017-10-01,3627,17,R0A
6170,2017-10-01,9725,18,R0A
6171,2017-10-01,5338,863,RBT
6172,2017-10-01,2101,9,RBT
6173,2017-10-01,20447,3277,RXF
6174,2017-10-01,7909,761,RNL
6175,2017-10-01,1679,9,RNL
6176,2017-10-01,3883,259,RVW
6177,2017-10-01,10064,8,RVW
6178,2017-10-01,1866,9,RTV
6179,2017-10-01,6629,231,NLO01
6180,2017-10-01,11376,1074,RJL
6181,2017-10-01,1425,1,RJL
6182,2017-10-01,8513,877,RTF
6183,2017-10-01,8503,19,RTF
6184,2017-10-01,853,0,Y02572
6185,2017-10-01,24575,3768,RW6
6186,2017-10-01,9127,95,RW6
6187,2017-10-01,3133,0,RT2
6188,2017-10-01,971,0,AC008
6189,2017-10-01,8190,2034,RQ6
6190,2017-10-01,2073,11,RQ6
6191,2017-10-01,11121,0,RQ6
6192,2017-10-01,8810,1203,RM3
6193,2017-10-01,543,0,RM3
6194,2017-10-01,3610,0,AXT02
6195,2017-10-01,5275,192,RCU
6196,2017-10-01,134,0,RCU
6197,2017-10-01,9116,1841,RHQ
6198,2017-10-01,1240,0,RHQ
6199,2017-10-01,8056,0,RHQ
6200,2017-10-01,2027,6,NQT5F
6201,2017-10-01,10707,234,RTR
6202,2017-10-01,1982,0,RTR
6203,2017-10-01,5327,209,RE9
6204,2017-10-01,727,1,RE9
6205,2017-10-01,6918,1536,RVY
6206,2017-10-01,3764,8,RVY
6207,2017-10-01,9996,1787,RBN
6208,2017-10-01,5607,65,RBN
6209,2017-10-01,8365,1163,RWJ
6210,2017-10-01,7620,977,RMP
6211,2017-10-01,5291,0,RMP
6212,2017-10-01,11639,821,RTD
6213,2017-10-01,1941,19,RTD
6214,2017-10-01,4782,0,RTD
6215,2017-10-01,8207,1190,RFR
6216,2017-10-01,3622,0,NNF76
6217,2017-10-01,7623,893,RTX
6218,2017-10-01,140,2,RTX
6219,2017-10-01,2277,60,RTX
6220,2017-10-01,7093,1141,RWW
6221,2017-10-01,4100,38,RWW
6222,2017-10-01,3301,14,RY7
6223,2017-10-01,8087,1304,RBL
6224,2017-10-01,2682,6,RBL
6225,2017-10-01,195,0,NNF18
6226,2017-10-01,472,0,AJN
6227,2017-10-01,7211,1249,RRF
6228,2017-10-01,463,2,RRF
6229,2017-10-01,9519,2200,RCB
6230,2017-10-01,7051,22,RCB
6231,2017-10-01,7910,991,RTK
6232,2017-10-01,47,2,RTK
6233,2017-10-01,3613,0,NTV0B
6234,2017-10-01,3734,58,NQT10
6235,2017-10-01,2280,0,RWX
6236,2017-10-01,3306,0,Y04538
6237,2017-10-01,12595,2038,RXH
6238,2017-10-01,1064,2,RXH
6239,2017-10-01,1985,1,RXH
6240,2017-10-01,4682,17,NLW
6241,2017-10-01,7132,1692,RXQ
6242,2017-10-01,1219,0,RXQ
6243,2017-10-01,4244,34,RXQ
6244,2017-10-01,1052,0,NLT02
6245,2017-10-01,8986,874,RN7
6246,2017-10-01,1887,1,RN7
6247,2017-10-01,3694,135,RBD
6248,2017-10-01,4212,0,RBD
6249,2017-10-01,3941,0,Y00751
6250,2017-10-01,13407,5013,RVV
6251,2017-10-01,7000,17,RVV
6252,2017-10-01,9911,784,RXC
6253,2017-10-01,1152,0,DD401
6254,2017-10-01,20149,1174,RDU
6255,2017-10-01,5922,40,R1J
6256,2017-10-01,12400,1373,RTE
6257,2017-10-01,6306,1427,RN3
6258,2017-10-01,8150,300,RN3
6259,2017-10-01,9582,1214,RN5
6260,2017-10-01,995,0,RN5
6261,2017-10-01,678,4,NDA57
6262,2017-10-01,3900,668,R1F
6263,2017-10-01,671,0,R1F
6264,2017-10-01,2434,8,RYY
6265,2017-10-01,12210,1538,RWF
6266,2017-10-01,2130,0,RWF
6267,2017-10-01,10353,1353,RPA
6268,2017-10-01,877,1,RPA
6269,2017-10-01,7586,1435,RVJ
6270,2017-10-01,3883,904,RBZ
6271,2017-10-01,4152,0,RBZ
6272,2017-10-01,151,0,L83087
6273,2017-10-01,2851,29,RNU
6274,2017-10-01,11813,2415,RTH
6275,2017-10-01,1643,0,RTH
6276,2017-10-01,656,1,NQT5H
6277,2017-10-01,8715,1587,RK9
6278,2017-10-01,235,0,RK9
6279,2017-10-01,4027,26,RK9
6280,2017-10-01,5712,369,RD3
6281,2017-10-01,1390,1,RD3
6282,2017-10-01,9811,2976,RHU
6283,2017-10-01,790,0,RHU
6284,2017-10-01,2035,3,RHU
6285,2017-10-01,896,7,RPC
6286,2017-10-01,9465,835,RHW
6287,2017-10-01,1501,22,RHW
6288,2017-10-01,669,0,RHW
6289,2017-10-01,6252,1400,REF
6290,2017-10-01,10705,40,REF
6291,2017-10-01,9000,899,RH8
6292,2017-10-01,927,0,RH8
6293,2017-10-01,6095,234,RA2
6294,2017-10-01,6142,709,RD1
6295,2017-10-01,1030,14,RD1
6296,2017-10-01,3978,214,RNZ
6297,2017-10-01,328,0,RNZ
6298,2017-10-01,1426,0,Y02666
6299,2017-10-01,7256,18,RH5
6300,2017-10-01,1230,4,RYF
6301,2017-10-01,4580,2,NTP11
6302,2017-10-01,648,0,RW1
6303,2017-10-01,4765,11,NTPAD
6304,2017-10-01,8411,573,RTP
6305,2017-10-01,9418,71,RDR
6306,2017-10-01,6156,516,RBA
6307,2017-10-01,176,0,AAH
6308,2017-10-01,6611,473,RDZ
6309,2017-10-01,1388,10,RDZ
6310,2017-10-01,6369,656,RA9
6311,2017-10-01,2705,0,RA9
6312,2017-10-01,8832,957,RHM
6313,2017-10-01,1545,24,RHM
6314,2017-10-01,1812,4,RHM
6315,2017-10-01,9917,1132,RA7
6316,2017-10-01,1985,51,RA7
6317,2017-10-01,374,0,Y02584
6318,2017-10-01,11741,800,RYR
6319,2017-10-01,1899,1,RYR
6320,2017-10-01,3770,473,RA3
6321,2017-10-01,2263,0,G82071
6322,2017-10-01,3498,6,NTV0W
6323,2017-10-01,1400,0,NLX24
6324,2017-10-01,4392,83,RA4
6325,2017-09-01,19992,3014,RF4
6326,2017-09-01,721,1,RF4
6327,2017-09-01,2513,15,RF4
6328,2017-09-01,28070,5228,R1H
6329,2017-09-01,689,0,R1H
6330,2017-09-01,10560,46,R1H
6331,2017-09-01,4364,1,AD913
6332,2017-09-01,18273,192,RYX
6333,2017-09-01,16776,1492,RQM
6334,2017-09-01,7769,49,RQM
6335,2017-09-01,6488,1337,RJ6
6336,2017-09-01,8668,47,RJ6
6337,2017-09-01,1014,0,Y02696
6338,2017-09-01,12183,601,RVR
6339,2017-09-01,485,2,RVR
6340,2017-09-01,11559,1221,RJ1
6341,2017-09-01,698,0,RJ1
6342,2017-09-01,2902,1,RJ1
6343,2017-09-01,3773,0,Y03082
6344,2017-09-01,9964,440,RQX
6345,2017-09-01,4604,0,RY9
6346,2017-09-01,9582,2869,RYJ
6347,2017-09-01,3957,40,RYJ
6348,2017-09-01,10098,151,RYJ
6349,2017-09-01,16887,3336,RJZ
6350,2017-09-01,1581,0,RJZ
6351,2017-09-01,5103,179,RJZ
6352,2017-09-01,8697,811,RAX
6353,2017-09-01,1059,0,RAX
6354,2017-09-01,17862,2248,RJ2
6355,2017-09-01,5891,149,RJ2
6356,2017-09-01,11272,4847,R1K
6357,2017-09-01,15495,123,R1K
6358,2017-09-01,7937,45,RP6
6359,2017-09-01,5080,37,RAT
6360,2017-09-01,13579,1926,RAP
6361,2017-09-01,736,0,Y02973
6362,2017-09-01,17528,3215,RAL
6363,2017-09-01,2954,0,RAL
6364,2017-09-01,1749,0,Y03047
6365,2017-09-01,12763,1402,RJ7
6366,2017-09-01,1307,1,RJ7
6367,2017-09-01,2219,0,F84747
6368,2017-09-01,5361,1532,RAS
6369,2017-09-01,7670,38,RAS
6370,2017-09-01,3122,0,Y03094
6371,2017-09-01,3054,0,E84068
6372,2017-09-01,10973,1323,RRV
6373,2017-09-01,9437,0,Y02147
6374,2017-09-01,2303,0,Y03201
6375,2017-09-01,8052,811,RKE
6376,2017-09-01,5035,0,NL7
6377,2017-09-01,2551,0,8J094
6378,2017-09-01,11470,995,RDD
6379,2017-09-01,5996,595,RC1
6380,2017-09-01,84,0,RC1
6381,2017-09-01,3093,0,M85813
6382,2017-09-01,4775,439,RQ3
6383,2017-09-01,5319,754,RJF
6384,2017-09-01,4315,0,RJF
6385,2017-09-01,9385,944,RGT
6386,2017-09-01,3134,3,RGT
6387,2017-09-01,6760,316,RFS
6388,2017-09-01,2563,3,NQ108
6389,2017-09-01,7538,1495,RDE
6390,2017-09-01,3971,0,RDE
6391,2017-09-01,5771,9,Y03571
6392,2017-09-01,11021,1782,RTG
6393,2017-09-01,4015,31,RTG
6394,2017-09-01,5306,4,RY8
6395,2017-09-01,1711,10,NNJ
6396,2017-09-01,2406,0,Y03007
6397,2017-09-01,597,3,NQ106
6398,2017-09-01,6680,593,RLT
6399,2017-09-01,1852,0,NEH06
6400,2017-09-01,18926,4465,RR1
6401,2017-09-01,3542,24,RR1
6402,2017-09-01,931,0,RY4
6403,2017-09-01,7195,699,RGQ
6404,2017-09-01,657,1,RGQ
6405,2017-09-01,6397,423,RGP
6406,2017-09-01,6,0,RGP
6407,2017-09-01,7215,1122,RNQ
6408,2017-09-01,368,0,C82038
6409,2017-09-01,12574,93,RY5
6410,2017-09-01,8691,188,RC9
6411,2017-09-01,3557,0,RC9
6412,2017-09-01,323,0,C82009
6413,2017-09-01,619,13,NLO11
6414,2017-09-01,563,1,NLO09
6415,2017-09-01,8176,794,RQ8
6416,2017-09-01,236,2,RQ8
6417,2017-09-01,7404,717,RD8
6418,2017-09-01,4377,23,RD8
6419,2017-09-01,3471,0,Y02652
6420,2017-09-01,8464,1823,RM1
6421,2017-09-01,2364,46,RM1
6422,2017-09-01,11392,2029,RGN
6423,2017-09-01,777,1,RGN
6424,2017-09-01,8698,1255,RNS
6425,2017-09-01,985,2,RNS
6426,2017-09-01,5694,0,NMH01
6427,2017-09-01,4233,62,NR3
6428,2017-09-01,14199,2731,RX1
6429,2017-09-01,1404,2,RX1
6430,2017-09-01,198,3,RX1
6431,2017-09-01,3000,48,NLO10
6432,2017-09-01,335,0,C82010
6433,2017-09-01,311,2,NLO12
6434,2017-09-01,2192,0,Y02428
6435,2017-09-01,14266,2146,RXK
6436,2017-09-01,1111,9,RXK
6437,2017-09-01,2427,0,RXK
6438,2017-09-01,8105,874,RK5
6439,2017-09-01,4042,64,RK5
6440,2017-09-01,10133,2265,RXW
6441,2017-09-01,2017,1,R1D
6442,2017-09-01,632,0,C83023
6443,2017-09-01,5459,0,Y02615
6444,2017-09-01,5607,408,RJC
6445,2017-09-01,698,0,RJC
6446,2017-09-01,8205,1022,RAJ
6447,2017-09-01,1854,0,Y02470
6448,2017-09-01,2729,0,Y02961
6449,2017-09-01,8563,1586,RNA
6450,2017-09-01,4494,16,RNA
6451,2017-09-01,8312,2467,RQW
6452,2017-09-01,5258,340,RCX
6453,2017-09-01,10884,1476,RL4
6454,2017-09-01,7856,132,RL4
6455,2017-09-01,12605,2940,RWD
6456,2017-09-01,9693,1683,RRK
6457,2017-09-01,11362,3319,RKB
6458,2017-09-01,2113,26,RKB
6459,2017-09-01,2256,28,RKB
6460,2017-09-01,17762,3083,RWE
6461,2017-09-01,1632,25,RWE
6462,2017-09-01,13705,4684,RJE
6463,2017-09-01,398,0,RJE
6464,2017-09-01,6304,121,RJE
6465,2017-09-01,6235,1752,RBK
6466,2017-09-01,3407,1,RBK
6467,2017-09-01,3482,0,ATQ02
6468,2017-09-01,7713,2125,RWG
6469,2017-09-01,3848,5,RWG
6470,2017-09-01,5743,635,RGR
6471,2017-09-01,9817,2716,RWP
6472,2017-09-01,5453,0,RWP
6473,2017-09-01,4596,998,RLQ
6474,2017-09-01,394,0,RLQ
6475,2017-09-01,7034,2081,REM
6476,2017-09-01,6365,0,REM
6477,2017-09-01,5538,379,RCF
6478,2017-09-01,4623,230,RBS
6479,2017-09-01,432,0,NNF70
6480,2017-09-01,6932,373,RFF
6481,2017-09-01,7098,2662,RXL
6482,2017-09-01,9512,4,RXL
6483,2017-09-01,8490,1455,RMC
6484,2017-09-01,921,4,RMC
6485,2017-09-01,10863,1432,RAE
6486,2017-09-01,2175,22,NNF09
6487,2017-09-01,7454,116,RY2
6488,2017-09-01,12732,1118,RWY
6489,2017-09-01,12539,1940,RW3
6490,2017-09-01,3422,15,RW3
6491,2017-09-01,9375,7,RW3
6492,2017-09-01,7637,741,RLN
6493,2017-09-01,2298,18,RLN
6494,2017-09-01,2882,0,RLN
6495,2017-09-01,6155,931,RJR
6496,2017-09-01,319,7,RJR
6497,2017-09-01,10874,546,RXP
6498,2017-09-01,6330,0,RXP
6499,2017-09-01,10847,861,RP5
6500,2017-09-01,2870,0,RP5
6501,2017-09-01,4059,670,RJN
6502,2017-09-01,138,0,RJN
6503,2017-09-01,8706,1758,RXR
6504,2017-09-01,8261,179,RXR
6505,2017-09-01,7317,375,RR7
6506,2017-09-01,2373,0,RR7
6507,2017-09-01,4065,284,RCD
6508,2017-09-01,887,1,RCD
6509,2017-09-01,248,0,NNF99
6510,2017-09-01,10857,1637,RWA
6511,2017-09-01,1240,1,RWA
6512,2017-09-01,707,3,RV9
6513,2017-09-01,5501,1746,RXN
6514,2017-09-01,6531,163,RXN
6515,2017-09-01,2500,0,Y01231
6516,2017-09-01,16952,2618,RR8
6517,2017-09-01,2799,2,RR8
6518,2017-09-01,3827,0,Y02875
6519,2017-09-01,1976,0,RY1
6520,2017-09-01,959,3,REP
6521,2017-09-01,3158,0,Y01069
6522,2017-09-01,5556,422,RBT
6523,2017-09-01,1467,0,RBT
6524,2017-09-01,19453,2811,RXF
6525,2017-09-01,7821,769,RNL
6526,2017-09-01,2027,26,RNL
6527,2017-09-01,3711,386,RVW
6528,2017-09-01,9085,10,RVW
6529,2017-09-01,1787,1,RTV
6530,2017-09-01,6269,130,NLO01
6531,2017-09-01,11159,1577,RJL
6532,2017-09-01,1364,2,RJL
6533,2017-09-01,7803,696,RTF
6534,2017-09-01,8493,57,RTF
6535,2017-09-01,712,0,Y02572
6536,2017-09-01,22676,3812,RW6
6537,2017-09-01,4073,188,RW6
6538,2017-09-01,2974,0,RT2
6539,2017-09-01,973,0,AC008
6540,2017-09-01,7610,2361,RQ6
6541,2017-09-01,1584,29,RQ6
6542,2017-09-01,10203,0,RQ6
6543,2017-09-01,8413,890,RM3
6544,2017-09-01,42,0,RM3
6545,2017-09-01,3049,0,AXT02
6546,2017-09-01,4610,130,RCU
6547,2017-09-01,9172,1747,RHQ
6548,2017-09-01,1137,0,RHQ
6549,2017-09-01,6887,0,RHQ
6550,2017-09-01,1729,11,NQT5F
6551,2017-09-01,10518,338,RTR
6552,2017-09-01,1983,0,RTR
6553,2017-09-01,4930,168,RE9
6554,2017-09-01,699,3,RE9
6555,2017-09-01,6195,1352,RVY
6556,2017-09-01,3281,4,RVY
6557,2017-09-01,9042,1549,RBN
6558,2017-09-01,5381,40,RBN
6559,2017-09-01,8019,1625,RWJ
6560,2017-09-01,7192,838,RMP
6561,2017-09-01,4508,2,RMP
6562,2017-09-01,10631,875,RTD
6563,2017-09-01,1816,50,RTD
6564,2017-09-01,4171,0,RTD
6565,2017-09-01,7759,1413,RFR
6566,2017-09-01,3217,0,NNF76
6567,2017-09-01,8227,1093,RM2
6568,2017-09-01,7033,879,RTX
6569,2017-09-01,1785,55,RTX
6570,2017-09-01,6814,952,RWW
6571,2017-09-01,3863,16,RWW
6572,2017-09-01,3360,14,RY7
6573,2017-09-01,7651,1291,RBL
6574,2017-09-01,2545,6,RBL
6575,2017-09-01,203,2,NNF18
6576,2017-09-01,541,0,AJN
6577,2017-09-01,7320,1043,RRF
6578,2017-09-01,9112,2648,RCB
6579,2017-09-01,6867,49,RCB
6580,2017-09-01,8417,821,RTK
6581,2017-09-01,1223,0,RTK
6582,2017-09-01,3359,3,NTV0B
6583,2017-09-01,3223,29,NQT10
6584,2017-09-01,2392,0,RWX
6585,2017-09-01,3307,0,Y04538
6586,2017-09-01,11981,2046,RXH
6587,2017-09-01,1034,2,RXH
6588,2017-09-01,4758,9,NLW
6589,2017-09-01,7003,1587,RXQ
6590,2017-09-01,1171,0,RXQ
6591,2017-09-01,3744,26,RXQ
6592,2017-09-01,1056,0,NLT02
6593,2017-09-01,8365,679,RN7
6594,2017-09-01,1883,0,RN7
6595,2017-09-01,3671,159,RBD
6596,2017-09-01,4172,0,RBD
6597,2017-09-01,3809,22,Y00751
6598,2017-09-01,13457,5076,RVV
6599,2017-09-01,3802,14,RVV
6600,2017-09-01,9859,1213,RXC
6601,2017-09-01,1124,0,DD401
6602,2017-09-01,19468,1809,RDU
6603,2017-09-01,5892,42,R1J
6604,2017-09-01,11814,1642,RTE
6605,2017-09-01,6123,1501,RN3
6606,2017-09-01,7904,282,RN3
6607,2017-09-01,9236,1217,RN5
6608,2017-09-01,1110,0,RN5
6609,2017-09-01,715,6,NDA57
6610,2017-09-01,3792,424,R1F
6611,2017-09-01,686,0,R1F
6612,2017-09-01,6597,21,RYY
6613,2017-09-01,12109,1431,RWF
6614,2017-09-01,2183,0,RWF
6615,2017-09-01,10012,1624,RPA
6616,2017-09-01,7213,1444,RVJ
6617,2017-09-01,3821,715,RBZ
6618,2017-09-01,3920,0,RBZ
6619,2017-09-01,153,0,L83087
6620,2017-09-01,2861,38,RNU
6621,2017-09-01,11000,2164,RTH
6622,2017-09-01,1562,0,RTH
6623,2017-09-01,705,1,NQT5H
6624,2017-09-01,8286,1445,RK9
6625,2017-09-01,225,0,RK9
6626,2017-09-01,3904,23,RK9
6627,2017-09-01,5586,496,RD3
6628,2017-09-01,1461,1,RD3
6629,2017-09-01,9193,2760,RHU
6630,2017-09-01,784,1,RHU
6631,2017-09-01,2033,2,RHU
6632,2017-09-01,880,2,RPC
6633,2017-09-01,9645,1055,RHW
6634,2017-09-01,1511,7,RHW
6635,2017-09-01,6303,2047,REF
6636,2017-09-01,10622,53,REF
6637,2017-09-01,8537,890,RH8
6638,2017-09-01,931,0,RH8
6639,2017-09-01,5850,260,RA2
6640,2017-09-01,6009,1301,RD1
6641,2017-09-01,886,16,RD1
6642,2017-09-01,3822,339,RNZ
6643,2017-09-01,247,0,RNZ
6644,2017-09-01,1327,0,Y02666
6645,2017-09-01,7144,38,RH5
6646,2017-09-01,1265,5,RYF
6647,2017-09-01,4052,0,NTP11
6648,2017-09-01,651,0,RW1
6649,2017-09-01,4280,16,NTPAD
6650,2017-09-01,8159,485,RTP
